date,vendor,amount,department,category,payment_method,invoice_no,notes
2025-01-05,Datadog,21691.20,,,Bank Transfer,NOR-20250086,type=normal; cycle=monthly
2025-01-09,Notion Labs,21486.33,Sales,Travel,Credit Card,NOR-20250276,type=normal; cycle=monthly
2025-01-14,Cloudflare,23929.34,Sales,,Credit Card,NOR-20250758,type=normal; cycle=quarterly
2025-01-03,Spectrum Tech,62800.91,Operations,Vendors,Bank Transfer,DUP-20250032,type=duplicate; pair=032; copy=1
2025-01-31,AWS Enterprise Support,120960.80,,,Credit Card,HSP-20250214,type=high_spend; variance_band=v2
2025-01-25,Google Workspace,639.05,HR & Admin,Marketing,Credit Card,NOR-20250671,type=normal; cycle=adhoc
2025-01-30,Uber for Business,22558.18,Infrastructure,Office,UPI,NOR-20250386,type=normal; cycle=adhoc
2025-01-01,HubSpot Enterprise,180512.85,Sales,Marketing,Bank Transfer,HSP-20250219,type=high_spend; variance_band=v3
2025-01-11,BluePeak Systems,11851.05,,Software,Bank Transfer,DUP-20250043,type=duplicate; pair=043; copy=2
2025-01-02,Postman,7050.12,Product,Travel,Credit Card,NOR-20250278,type=normal; cycle=quarterly
2025-01-03,IndiaMART,19117.54,Operations,,Credit Card,NOR-20250034,type=normal; cycle=quarterly
2025-01-10,Postman,16712.61,Sales,,Bank Transfer,NOR-20250897,type=normal; cycle=adhoc
2025-01-30,Figma,4055.95,Operations,Vendors,UPI,NOR-20250937,type=normal; cycle=adhoc
2025-01-12,Vendor ABC Pvt Ltd,29473.23,HR & Admin,,Credit Card,DUP-20250004,type=duplicate; pair=004; copy=2
2025-01-10,Atlassian,6859.28,,Travel,Bank Transfer,NOR-20250235,type=normal; cycle=monthly
2025-01-27,Airtel Broadband,22977.88,,Other,UPI,NOR-20250024,type=normal; cycle=quarterly
2025-01-20,Canva Teams,19532.30,Infrastructure,Office,UPI,NOR-20250308,type=normal; cycle=monthly
2025-01-09,Employee Reimbursement - Ravi Kumar,20502.13,HR & Admin,Travel,Reimbursement,REB-20250093,type=reimbursement; claimant=Ravi Kumar
2025-01-02,Quantum Office Supply,71807.01,Marketing,,Bank Transfer,DUP-20250015,type=duplicate; pair=015; copy=2
2025-01-09,Notion Labs,18718.11,Sales,,Credit Card,NOR-20251385,type=normal; cycle=quarterly
2025-01-26,Postman,27670.54,Product,Other,Credit Card,NOR-20250917,type=normal; cycle=quarterly
2025-01-23,Microsoft 365,3755.51,Product,,Bank Transfer,NOR-20250886,type=normal; cycle=quarterly
2025-01-05,Employee Reimbursement - Ravi Kumar,19095.77,Marketing,,Reimbursement,REB-20250010,type=reimbursement; claimant=Ravi Kumar
2025-01-27,Uber for Business,10141.95,Design,Travel,Bank Transfer,NOR-20250104,type=normal; cycle=quarterly
2025-01-06,Orbit Rare Vendor 022,61004.44,Operations,Vendors,UPI,RVR-20250021,type=rare_vendor; first_seen=true
2025-01-24,Vendor ABC Pvt Ltd,52518.93,Design,,Bank Transfer,DUP-20250060,type=duplicate; pair=060; copy=2
2025-01-12,ICICI Bank Charges,508.47,Marketing,Software,Bank Transfer,NOR-20250827,type=normal; cycle=quarterly
2025-01-20,Swiggy Corporate,23398.33,Design,Vendors,Bank Transfer,NOR-20250981,type=normal; cycle=quarterly
2025-01-24,Microsoft 365,29336.95,Sales,Marketing,UPI,NOR-20251199,type=normal; cycle=quarterly
2025-01-14,Cloudflare,7863.31,Marketing,Other,UPI,NOR-20251307,type=normal; cycle=adhoc
2025-01-13,Zoom Communications,27182.65,Operations,Software,UPI,NOR-20250750,type=normal; cycle=quarterly
2025-01-19,ICICI Bank Charges,25170.84,Product,Equipment,UPI,NOR-20250915,type=normal; cycle=adhoc
2025-01-06,Vertex Analytics,22651.94,Design,,Credit Card,DUP-20250042,type=duplicate; pair=042; copy=1
2025-01-20,Microsoft 365,16215.99,Design,,Bank Transfer,NOR-20251049,type=normal; cycle=monthly
2025-01-19,Nimbus Data Labs,31824.68,,,Bank Transfer,DUP-20250075,type=duplicate; pair=075; copy=1
2025-01-22,AWS Cloud Services,8215.82,Infrastructure,Vendors,Credit Card,NOR-20250382,type=normal; cycle=monthly
2025-01-24,GCP BigQuery,89624.58,Engineering,Software,Bank Transfer,HSP-20250072,type=high_spend; variance_band=v3
2025-01-11,Employee Reimbursement - Ishita Das,16591.67,Sales,Travel,Reimbursement,REB-20250068,type=reimbursement; claimant=Ishita Das
2025-01-12,Office Depot,15153.58,Infrastructure,Marketing,UPI,NOR-20251268,type=normal; cycle=quarterly
2025-01-24,Jio Fiber,1453.04,Product,,UPI,NOR-20250735,type=normal; cycle=adhoc
2025-01-02,Office Depot,18696.17,Product,Software,Credit Card,NOR-20251142,type=normal; cycle=adhoc
2025-01-07,Ola Corporate,11771.17,Design,,Credit Card,NOR-20251316,type=normal; cycle=adhoc
2025-01-17,Postman,16352.14,Marketing,Other,Credit Card,NOR-20251143,type=normal; cycle=quarterly
2025-01-10,Ola Corporate,26214.55,HR & Admin,Vendors,Bank Transfer,NOR-20251328,type=normal; cycle=quarterly
2025-01-16,Swiggy Corporate,7051.74,Marketing,Software,UPI,NOR-20250846,type=normal; cycle=quarterly
2025-01-02,ICICI Bank Charges,6383.95,HR & Admin,Travel,Bank Transfer,NOR-20250370,type=normal; cycle=adhoc
2025-01-04,Vertex Analytics,22651.94,Design,,Credit Card,DUP-20250042,type=duplicate; pair=042; copy=2
2025-01-22,Razorpay Fees,3707.97,Design,,Bank Transfer,NOR-20251055,type=normal; cycle=adhoc
2025-01-13,Meta Ads,194537.41,Engineering,Software,Bank Transfer,HSP-20250131,type=high_spend; variance_band=v2
2025-01-21,Canva Teams,2883.94,Infrastructure,Vendors,Credit Card,NOR-20250670,type=normal; cycle=quarterly
2025-01-27,Zomato Business,12684.07,Product,Vendors,UPI,NOR-20251356,type=normal; cycle=adhoc
2025-01-12,Employee Reimbursement - Asha Reddy,24354.32,HR & Admin,,Reimbursement,REB-20250006,type=reimbursement; claimant=Asha Reddy
2025-01-19,Cloudflare,22837.58,Marketing,,Credit Card,NOR-20250784,type=normal; cycle=monthly
2025-01-31,Freshworks,19952.69,,Vendors,UPI,NOR-20250785,type=normal; cycle=quarterly
2025-01-22,Figma,13324.66,HR & Admin,,Bank Transfer,NOR-20251092,type=normal; cycle=quarterly
2025-01-19,Adobe Creative Cloud,25158.93,,,Credit Card,NOR-20251128,type=normal; cycle=adhoc
2025-01-25,Postman,14762.42,HR & Admin,,Bank Transfer,NOR-20251029,type=normal; cycle=monthly
2025-01-21,Google Ads,34861.88,Sales,,Bank Transfer,HSP-20250124,type=high_spend; variance_band=v1
2025-01-22,Employee Reimbursement - Meera Singh,6299.59,,Office,Reimbursement,REB-20250067,type=reimbursement; claimant=Meera Singh
2025-01-23,Razorpay Fees,26257.48,Sales,Equipment,Bank Transfer,NOR-20250388,type=normal; cycle=adhoc
2025-01-03,Adobe Creative Cloud,3187.11,Marketing,Office,UPI,NOR-20250821,type=normal; cycle=quarterly
2025-01-22,Airtel Broadband,7916.72,Engineering,,UPI,NOR-20250021,type=normal; cycle=monthly
2025-01-24,Zoom Communications,27388.85,,Other,UPI,NOR-20250739,type=normal; cycle=adhoc
2025-01-08,Google Ads,48695.69,Engineering,,Credit Card,HSP-20250018,type=high_spend; variance_band=v1
2025-01-02,Zoom Communications,22353.01,Engineering,Software,Credit Card,NOR-20250552,type=normal; cycle=monthly
2025-01-16,IndiaMART,15638.97,Sales,Vendors,Credit Card,NOR-20251420,type=normal; cycle=quarterly
2025-01-27,Uber for Business,10550.83,Engineering,Travel,Bank Transfer,NOR-20250132,type=normal; cycle=monthly
2025-01-17,Freshworks,21773.29,Operations,,Credit Card,NOR-20250337,type=normal; cycle=quarterly
2025-01-18,Swiggy Corporate,15303.78,Marketing,,Credit Card,NOR-20250943,type=normal; cycle=quarterly
2025-01-13,Dropbox Business,27275.84,HR & Admin,,UPI,NOR-20250935,type=normal; cycle=adhoc
2025-01-14,Employee Reimbursement - Priya Nair,23872.57,,Vendors,Reimbursement,REB-20250045,type=reimbursement; claimant=Priya Nair
2025-01-21,Canva Teams,24861.79,HR & Admin,Vendors,Bank Transfer,NOR-20250640,type=normal; cycle=adhoc
2025-01-29,Freshworks,17974.26,Marketing,,UPI,NOR-20250798,type=normal; cycle=monthly
2025-01-02,Adobe Creative Cloud,7518.98,Infrastructure,,Credit Card,NOR-20250211,type=normal; cycle=quarterly
2025-01-26,Canva Teams,26267.07,Sales,Other,Credit Card,NOR-20250548,type=normal; cycle=quarterly
2025-01-28,Razorpay Fees,20934.79,Sales,Other,Bank Transfer,NOR-20250170,type=normal; cycle=adhoc
2025-01-30,Adobe Creative Cloud,21544.43,Product,,Bank Transfer,NOR-20250586,type=normal; cycle=quarterly
2025-01-08,Notion Labs,17548.60,Operations,,UPI,NOR-20250226,type=normal; cycle=quarterly
2025-01-09,Employee Reimbursement - Arjun Patel,21990.87,HR & Admin,Other,Reimbursement,REB-20250020,type=reimbursement; claimant=Arjun Patel
2025-01-19,Freshworks,13691.21,Operations,Vendors,Bank Transfer,NOR-20251058,type=normal; cycle=quarterly
2025-01-23,Urban Company,21431.44,HR & Admin,Travel,Credit Card,NOR-20250315,type=normal; cycle=adhoc
2025-01-31,Salesforce,242576.94,Infrastructure,,Credit Card,HSP-20250128,type=high_spend; variance_band=v1
2025-01-24,Dropbox Business,8268.82,HR & Admin,Software,Bank Transfer,NOR-20250838,type=normal; cycle=adhoc
2025-01-06,AWS Cloud Services,26006.58,Engineering,,Credit Card,NOR-20250651,type=normal; cycle=adhoc
2025-01-06,Uber for Business,4893.75,Marketing,,UPI,NOR-20250347,type=normal; cycle=quarterly
2025-01-23,Google Workspace,14816.41,,Equipment,Bank Transfer,NOR-20250906,type=normal; cycle=adhoc
2025-01-17,HDFC Bank Charges,9384.07,,,UPI,NOR-20250745,type=normal; cycle=quarterly
2025-01-31,BluePeak Systems,19784.69,Product,Vendors,Bank Transfer,DUP-20250011,type=duplicate; pair=011; copy=1
2025-01-24,Razorpay Fees,5080.59,Design,Travel,Credit Card,NOR-20250872,type=normal; cycle=monthly
2025-01-01,Dropbox Business,16524.93,HR & Admin,,UPI,NOR-20250055,type=normal; cycle=adhoc
2025-01-08,Microsoft 365,5817.76,Operations,,Bank Transfer,NOR-20250266,type=normal; cycle=monthly
2025-01-29,Saffron Rare Vendor 021,76386.35,Sales,Vendors,UPI,RVR-20250020,type=rare_vendor; first_seen=true
2025-01-31,LinkedIn Recruiter,23244.38,Operations,,Bank Transfer,NOR-20250895,type=normal; cycle=adhoc
2025-01-05,AWS Cloud Services,28317.33,Product,Travel,Bank Transfer,NOR-20250452,type=normal; cycle=monthly
2025-01-21,Spectrum Tech,74971.07,,Vendors,Credit Card,DUP-20250068,type=duplicate; pair=068; copy=1
2025-01-03,AWS Enterprise Support,152268.64,,Marketing,Credit Card,HSP-20250195,type=high_spend; variance_band=v1
2025-01-24,Notion Labs,9500.98,,Software,Bank Transfer,NOR-20250952,type=normal; cycle=monthly
2025-01-11,Freshworks,26950.22,Operations,,Credit Card,NOR-20250989,type=normal; cycle=quarterly
2025-01-30,GitHub Enterprise,1348.81,HR & Admin,Marketing,UPI,NOR-20251318,type=normal; cycle=quarterly
2025-01-25,GitHub Enterprise,5070.88,HR & Admin,Other,Credit Card,NOR-20250267,type=normal; cycle=adhoc
2025-01-08,Miro,19001.34,HR & Admin,Vendors,Bank Transfer,NOR-20250330,type=normal; cycle=quarterly
2025-01-22,Quantum Office Supply,32131.43,Marketing,,Bank Transfer,DUP-20250045,type=duplicate; pair=045; copy=2
2025-01-04,LinkedIn Recruiter,16728.57,Sales,Office,Credit Card,NOR-20250575,type=normal; cycle=monthly
2025-01-19,Miro,20885.08,Marketing,Equipment,Credit Card,NOR-20250062,type=normal; cycle=quarterly
2025-01-02,Azure Compute,140947.00,,Equipment,Credit Card,HSP-20250091,type=high_spend; variance_band=v3
2025-01-09,Vertex Analytics,57353.97,HR & Admin,Software,Bank Transfer,DUP-20250046,type=duplicate; pair=046; copy=1
2025-01-19,Slack Technologies,26177.58,Design,Office,UPI,NOR-20251426,type=normal; cycle=quarterly
2025-01-08,Airtel Broadband,22010.95,Product,,Credit Card,NOR-20251011,type=normal; cycle=adhoc
2025-01-05,Airtel Broadband,12850.49,Marketing,Other,Credit Card,NOR-20250274,type=normal; cycle=adhoc
2025-01-10,Dropbox Business,16519.41,HR & Admin,Software,UPI,NOR-20250297,type=normal; cycle=monthly
2025-01-06,Jio Fiber,23092.12,,Vendors,Bank Transfer,NOR-20250029,type=normal; cycle=adhoc
2025-01-05,Postman,17362.55,Sales,,Bank Transfer,NOR-20250931,type=normal; cycle=quarterly
2025-01-17,IndiaMART,26115.80,Operations,Vendors,Bank Transfer,NOR-20250703,type=normal; cycle=adhoc
2025-01-07,Swiggy Corporate,24236.90,Sales,,Credit Card,NOR-20251365,type=normal; cycle=monthly
2025-01-19,Datadog,14342.59,Product,Marketing,UPI,NOR-20251378,type=normal; cycle=monthly
2025-01-14,GitHub Enterprise,21493.39,Design,Software,Credit Card,NOR-20251415,type=normal; cycle=monthly
2025-01-16,IndiaMART,28924.13,Engineering,,Credit Card,NOR-20250824,type=normal; cycle=adhoc
2025-01-12,LinkedIn Recruiter,16965.18,Sales,Other,UPI,NOR-20250922,type=normal; cycle=adhoc
2025-01-23,LinkedIn Recruiter,20320.75,Operations,,Bank Transfer,NOR-20251096,type=normal; cycle=adhoc
2025-01-15,HubSpot Enterprise,100862.24,Marketing,,Credit Card,HSP-20250067,type=high_spend; variance_band=v2
2025-01-14,Datadog,1317.27,HR & Admin,,Bank Transfer,NOR-20251282,type=normal; cycle=adhoc
2025-01-07,Meta Ads,22186.51,,Marketing,Bank Transfer,HSP-20250152,type=high_spend; variance_band=v1
2025-01-14,Office Depot,7488.67,Marketing,Vendors,UPI,NOR-20250407,type=normal; cycle=monthly
2025-01-11,Office Depot,11218.60,Engineering,,Credit Card,NOR-20250713,type=normal; cycle=quarterly
2025-01-30,Zomato Business,4967.22,Operations,Office,UPI,NOR-20250355,type=normal; cycle=adhoc
2025-01-10,LinkedIn Recruiter,29994.72,,Marketing,Credit Card,NOR-20251342,type=normal; cycle=adhoc
2025-01-10,Miro,9484.35,HR & Admin,Office,Credit Card,NOR-20250985,type=normal; cycle=quarterly
2025-01-06,Jio Fiber,3256.14,Marketing,Equipment,UPI,NOR-20250326,type=normal; cycle=monthly
2025-01-27,Uber for Business,21916.97,Marketing,Marketing,UPI,NOR-20251088,type=normal; cycle=adhoc
2025-01-09,Uber for Business,28384.45,HR & Admin,Vendors,Bank Transfer,NOR-20250180,type=normal; cycle=adhoc
2025-01-03,Databricks,174600.38,Infrastructure,,Bank Transfer,HSP-20250023,type=high_spend; variance_band=v3
2025-01-26,Zoom Communications,6162.00,HR & Admin,,Bank Transfer,NOR-20250435,type=normal; cycle=quarterly
2025-01-14,Employee Reimbursement - Ishita Das,4421.77,Marketing,Office,Reimbursement,REB-20250032,type=reimbursement; claimant=Ishita Das
2025-01-20,Google Workspace,11377.76,HR & Admin,,UPI,NOR-20250253,type=normal; cycle=monthly
2025-01-05,Razorpay Fees,4738.23,,,Bank Transfer,NOR-20250333,type=normal; cycle=quarterly
2025-01-03,Employee Reimbursement - Priya Nair,12881.54,HR & Admin,Travel,Reimbursement,REB-20250013,type=reimbursement; claimant=Priya Nair
2025-01-08,Dropbox Business,20212.36,,,Credit Card,NOR-20250429,type=normal; cycle=adhoc
2025-01-06,Dropbox Business,23484.71,,,Bank Transfer,NOR-20250294,type=normal; cycle=adhoc
2025-01-17,Zoom Communications,26797.41,HR & Admin,Marketing,Bank Transfer,NOR-20250782,type=normal; cycle=adhoc
2025-01-29,Databricks,117063.45,Engineering,Vendors,Credit Card,HSP-20250201,type=high_spend; variance_band=v3
2025-01-05,Atlassian,20762.22,Operations,Office,Credit Card,NOR-20251281,type=normal; cycle=monthly
2025-01-17,Miro,24946.87,Marketing,,Credit Card,NOR-20250115,type=normal; cycle=adhoc
2025-01-04,Figma,18031.48,Sales,,Bank Transfer,NOR-20251032,type=normal; cycle=monthly
2025-01-05,ICICI Bank Charges,1062.36,Engineering,,UPI,NOR-20251124,type=normal; cycle=adhoc
2025-01-04,Slack Technologies,13202.91,Marketing,,Bank Transfer,NOR-20250302,type=normal; cycle=quarterly
2025-01-10,Nimbus Data Labs,8183.23,,Software,Bank Transfer,DUP-20250055,type=duplicate; pair=055; copy=1
2025-01-02,Notion Labs,15310.21,Engineering,,Credit Card,NOR-20250556,type=normal; cycle=adhoc
2025-01-12,AWS Enterprise Support,106607.83,Sales,Software,Bank Transfer,HSP-20250184,type=high_spend; variance_band=v1
2025-01-29,AWS Cloud Services,9902.15,Sales,Software,Bank Transfer,NOR-20250612,type=normal; cycle=monthly
2025-01-07,Salesforce,246980.44,Marketing,,Credit Card,HSP-20250161,type=high_spend; variance_band=v3
2025-01-21,IndiaMART,6667.00,Engineering,,UPI,NOR-20251007,type=normal; cycle=adhoc
2025-01-18,Urban Company,18550.48,,Other,Credit Card,NOR-20250815,type=normal; cycle=quarterly
2025-01-16,GitHub Enterprise,27455.76,Engineering,Office,Credit Card,NOR-20251156,type=normal; cycle=monthly
2025-01-09,HubSpot Enterprise,190532.69,Infrastructure,Marketing,Bank Transfer,HSP-20250103,type=high_spend; variance_band=v3
2025-01-04,IndiaMART,20729.33,Engineering,Travel,Bank Transfer,NOR-20250684,type=normal; cycle=adhoc
2025-01-08,Proxima Solutions,5626.16,Infrastructure,Office,Bank Transfer,DUP-20250059,type=duplicate; pair=059; copy=1
2025-01-09,Dropbox Business,22313.77,Engineering,,UPI,NOR-20251296,type=normal; cycle=monthly
2025-01-31,Zoom Communications,12160.27,Engineering,,Credit Card,NOR-20250237,type=normal; cycle=quarterly
2025-01-27,AWS Enterprise Support,175140.10,Infrastructure,,Bank Transfer,HSP-20250221,type=high_spend; variance_band=v2
2025-01-20,Swiggy Corporate,28814.20,Infrastructure,Other,Bank Transfer,NOR-20251380,type=normal; cycle=monthly
2025-01-18,Freshworks,2149.80,,,Credit Card,NOR-20251293,type=normal; cycle=quarterly
2025-01-20,Postman,18388.99,Product,Other,Bank Transfer,NOR-20250184,type=normal; cycle=monthly
2025-01-21,Cloudflare,14942.52,Sales,Marketing,UPI,NOR-20250672,type=normal; cycle=quarterly
2025-01-24,ICICI Bank Charges,23015.11,Sales,Travel,UPI,NOR-20250543,type=normal; cycle=quarterly
2025-01-17,AWS Cloud Services,14795.96,Operations,Other,Bank Transfer,NOR-20250495,type=normal; cycle=adhoc
2025-01-11,Canva Teams,6320.22,,Software,Credit Card,NOR-20251405,type=normal; cycle=adhoc
2025-01-22,LinkedIn Recruiter,29675.50,Operations,Travel,Bank Transfer,NOR-20251412,type=normal; cycle=quarterly
2025-01-02,Zoom Communications,15257.74,Infrastructure,Software,Bank Transfer,NOR-20250240,type=normal; cycle=adhoc
2025-01-28,GitHub Enterprise,17804.97,Marketing,Other,Credit Card,NOR-20250597,type=normal; cycle=adhoc
2025-01-01,Dropbox Business,14194.44,Design,Vendors,Credit Card,NOR-20250646,type=normal; cycle=adhoc
2025-01-15,AWS Enterprise Support,25906.50,Marketing,,Bank Transfer,HSP-20250157,type=high_spend; variance_band=v2
2025-01-04,AWS Cloud Services,12319.52,,,UPI,NOR-20251306,type=normal; cycle=monthly
2025-01-26,Razorpay Fees,11613.24,Marketing,Marketing,UPI,NOR-20250269,type=normal; cycle=adhoc
2025-01-22,Slack Technologies,24479.11,,,Bank Transfer,NOR-20251042,type=normal; cycle=quarterly
2025-01-31,Ola Corporate,5929.41,Engineering,,Credit Card,NOR-20250428,type=normal; cycle=monthly
2025-01-06,Atlassian,25806.82,Engineering,Vendors,Credit Card,NOR-20251083,type=normal; cycle=adhoc
2025-01-27,Swiggy Corporate,17371.72,HR & Admin,,Bank Transfer,NOR-20250182,type=normal; cycle=monthly
2025-01-28,Zomato Business,18274.47,HR & Admin,Other,UPI,NOR-20250727,type=normal; cycle=adhoc
2025-01-21,Airtel Broadband,3758.04,Engineering,Other,Bank Transfer,NOR-20251409,type=normal; cycle=quarterly
2025-01-10,Airtel Broadband,12849.65,Product,,Credit Card,NOR-20250625,type=normal; cycle=quarterly
2025-01-27,Employee Reimbursement - Arjun Patel,23914.19,Sales,,Reimbursement,REB-20250034,type=reimbursement; claimant=Arjun Patel
2025-01-28,Zoom Communications,9282.41,Engineering,Office,Bank Transfer,NOR-20250502,type=normal; cycle=quarterly
2025-01-11,Salesforce,53907.83,Engineering,,Bank Transfer,HSP-20250174,type=high_spend; variance_band=v3
2025-01-13,Zoom Communications,17217.53,Design,,UPI,NOR-20250444,type=normal; cycle=quarterly
2025-01-26,IndiaMART,16575.77,Operations,Office,UPI,NOR-20250003,type=normal; cycle=quarterly
2025-01-06,Nimbus Data Labs,34362.94,Sales,Vendors,Bank Transfer,DUP-20250044,type=duplicate; pair=044; copy=1
2025-01-25,IndiaMART,23009.20,Sales,,Credit Card,NOR-20251226,type=normal; cycle=quarterly
2025-01-20,IndiaMART,25629.01,,Office,UPI,NOR-20251312,type=normal; cycle=quarterly
2025-01-15,Microsoft 365,27313.23,Product,Equipment,Credit Card,NOR-20250877,type=normal; cycle=monthly
2025-01-21,HDFC Bank Charges,23083.14,Design,,Bank Transfer,NOR-20251279,type=normal; cycle=monthly
